# ----------------------------------------
# All Web Site Data
# User Explorer
# 20160901-20161031
# ----------------------------------------

Client ID,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
1600110816.1475444167,14,00:09:08,28.57%,US$0.00,0,0.00%
1714090002.1476203815,14,00:11:29,42.86%,US$0.00,0,0.00%
1748061527.1475770311,14,00:02:34,7.14%,US$0.00,0,0.00%
180662613.1474308076,14,00:22:30,21.43%,US$0.00,0,0.00%
1932555402.1472384625,14,00:26:11,0.00%,US$0.00,0,0.00%
215311413.1472907194,14,00:06:17,28.57%,US$0.00,0,0.00%
231269094.1475148216,14,00:16:11,7.14%,US$0.00,0,0.00%
248143340.1476863281,14,00:03:22,7.14%,US$0.00,0,0.00%
293739754.1477074677,14,00:23:51,0.00%,US$0.00,0,0.00%
314256659.1477295944,14,00:05:44,14.29%,US$0.00,0,0.00%
477419171.1468938278,14,00:02:17,0.00%,US$0.00,0,0.00%
